Order,UID,Barcode,I,year,row,genotype,note,pedigree,field,experiment,sublock,Block,pheno,G,K,DNA,instructions,planting,row length,Plant Number,Germinated plants
1001,22HL_1001,22HL_1001_BGEM-0312-S_BGEM-0312-S,GX,2022,1001,BGEM-0312-S,BGEM_Tall_late,BGEM-0312-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1002,22HL_1002,22HL_1002_BGEM-0245-S_21S0535,GX,2022,1002,BGEM-0245-S,BGEM_Tall_late,21S0535,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1003,22HL_1003,22HL_1003_BGEM-0292-S_BGEM-0292-S,GX,2022,1003,BGEM-0292-S,BGEM_Tall_late,BGEM-0292-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1004,22HL_1004,22HL_1004_BGEM-0075-S_BGEM-0075-S,GX,2022,1004,BGEM-0075-S,BGEM_Tall_late,BGEM-0075-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1005,22HL_1005,22HL_1005_BGEM-0204-N_BGEM-0204-N,GX,2022,1005,BGEM-0204-N,BGEM_Tall_late,BGEM-0204-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1006,22HL_1006,22HL_1006_BGEM-0015-S_BGEM-0015-S,GX,2022,1006,BGEM-0015-S,BGEM_Tall_late,BGEM-0015-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1007,22HL_1007,22HL_1007_BGEM-0166-S_BGEM-0166-S,GX,2022,1007,BGEM-0166-S,BGEM_Tall_late,BGEM-0166-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1008,22HL_1008,22HL_1008_B73_21S0068,GX,2022,1008,B73,BGEM_Tall_late,21S0068,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1009,22HL_1009,22HL_1009_BGEM-0237-N_BGEM-0237-N,GX,2022,1009,BGEM-0237-N,BGEM_Tall_late,BGEM-0237-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1010,22HL_1010,22HL_1010_BGEM-0152-N_BGEM-0152-N,GX,2022,1010,BGEM-0152-N,BGEM_Tall_late,BGEM-0152-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1011,22HL_1011,22HL_1011_BGEM-0103-N_21S0537,GX,2022,1011,BGEM-0103-N,BGEM_Tall_late,21S0537,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1012,22HL_1012,22HL_1012_BGEM-0308-S_BGEM-0308-S,GX,2022,1012,BGEM-0308-S,BGEM_Tall_late,BGEM-0308-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1013,22HL_1013,22HL_1013_BGEM-0231-N_BGEM-0231-N,GX,2022,1013,BGEM-0231-N,BGEM_Tall_late,BGEM-0231-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1014,22HL_1014,22HL_1014_BGEM-0210-N_BGEM-0210-N,GX,2022,1014,BGEM-0210-N,BGEM_Tall_late,BGEM-0210-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1015,22HL_1015,22HL_1015_BGEM-0065-N_BGEM-0065-N,GX,2022,1015,BGEM-0065-N,BGEM_Tall_late,BGEM-0065-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1016,22HL_1016,22HL_1016_MO17_21S0244,GX,2022,1016,MO17,BGEM_Tall_late,21S0244,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1017,22HL_1017,22HL_1017_BGEM-0178-S_BGEM-0178-S,GX,2022,1017,BGEM-0178-S,BGEM_Tall_late,BGEM-0178-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1018,22HL_1018,22HL_1018_BGEM-0106-N_21S0514,GX,2022,1018,BGEM-0106-N,BGEM_Tall_late,21S0514,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1019,22HL_1019,22HL_1019_BGEM-0069-S_BGEM-0069-S,GX,2022,1019,BGEM-0069-S,BGEM_Tall_late,BGEM-0069-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1020,22HL_1020,22HL_1020_BGEM-0043-S_BGEM-0043-S,GX,2022,1020,BGEM-0043-S,BGEM_Tall_late,BGEM-0043-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1021,22HL_1021,22HL_1021_BGEM-0239-N_BGEM-0239-N,GX,2022,1021,BGEM-0239-N,BGEM_Tall_late,BGEM-0239-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1022,22HL_1022,22HL_1022_BGEM-0325-N_BGEM-0325-N,GX,2022,1022,BGEM-0325-N,BGEM_Tall_late,BGEM-0325-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1023,22HL_1023,22HL_1023_BGEM-0290-N_BGEM-0290-N,GX,2022,1023,BGEM-0290-N,BGEM_Tall_late,BGEM-0290-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1024,22HL_1024,22HL_1024_B73_21S0068,GX,2022,1024,B73,BGEM_Tall_late,21S0068,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1025,22HL_1025,22HL_1025_BGEM-0165-S_BGEM-0165-S,GX,2022,1025,BGEM-0165-S,BGEM_Tall_late,BGEM-0165-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1026,22HL_1026,22HL_1026_BGEM-0318-S_BGEM-0318-S,GX,2022,1026,BGEM-0318-S,BGEM_Short_early,BGEM-0318-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1027,22HL_1027,22HL_1027_BGEM-0321-S_BGEM-0321-S,GX,2022,1027,BGEM-0321-S,BGEM_Short_early,BGEM-0321-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1028,22HL_1028,22HL_1028_BGEM-0008-S_BGEM-0008-S,GX,2022,1028,BGEM-0008-S,BGEM_Short_early,BGEM-0008-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1029,22HL_1029,22HL_1029_BGEM-0113-S_BGEM-0113-S,GX,2022,1029,BGEM-0113-S,BGEM_Short_early,BGEM-0113-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1030,22HL_1030,22HL_1030_BGEM-0140-N_BGEM-0140-N,GX,2022,1030,BGEM-0140-N,BGEM_Short_early,BGEM-0140-N,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1031,22HL_1031,22HL_1031_BGEM-0221-S_BGEM-0221-S,GX,2022,1031,BGEM-0221-S,BGEM_Short_early,BGEM-0221-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1032,22HL_1032,22HL_1032_BGEM-0047-S_BGEM-0047-S,GX,2022,1032,BGEM-0047-S,BGEM_Short_early,BGEM-0047-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1033,22HL_1033,22HL_1033_MO17_21S0244,GX,2022,1033,MO17,BGEM_Short_early,21S0244,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1034,22HL_1034,22HL_1034_BGEM-0136-S_BGEM-0136-S,GX,2022,1034,BGEM-0136-S,BGEM_Short_early,BGEM-0136-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1035,22HL_1035,22HL_1035_BGEM-0244-S_BGEM-0244-S,GX,2022,1035,BGEM-0244-S,BGEM_Short_early,BGEM-0244-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1036,22HL_1036,22HL_1036_BGEM-0020-S_BGEM-0020-S,GX,2022,1036,BGEM-0020-S,BGEM_Short_early,BGEM-0020-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1037,22HL_1037,22HL_1037_BGEM-0118-S_BGEM-0118-S,GX,2022,1037,BGEM-0118-S,BGEM_Short_early,BGEM-0118-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1038,22HL_1038,22HL_1038_BGEM-0032-S_BGEM-0032-S,GX,2022,1038,BGEM-0032-S,BGEM_Short_early,BGEM-0032-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1039,22HL_1039,22HL_1039_BGEM-0039-N_BGEM-0039-N,GX,2022,1039,BGEM-0039-N,BGEM_Short_early,BGEM-0039-N,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1040,22HL_1040,22HL_1040_BGEM-0080-S_BGEM-0080-S,GX,2022,1040,BGEM-0080-S,BGEM_Short_early,BGEM-0080-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1041,22HL_1041,22HL_1041_B73_21S0068,GX,2022,1041,B73,BGEM_Short_early,21S0068,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1042,22HL_1042,22HL_1042_BGEM-0179-S_BGEM-0179-S,GX,2022,1042,BGEM-0179-S,BGEM_Short_early,BGEM-0179-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1043,22HL_1043,22HL_1043_BGEM-0214-S_BGEM-0214-S,GX,2022,1043,BGEM-0214-S,BGEM_Short_early,BGEM-0214-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1044,22HL_1044,22HL_1044_BGEM-0109-N_21S0540,GX,2022,1044,BGEM-0109-N,BGEM_Short_early,21S0540,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1045,22HL_1045,22HL_1045_BGEM-0082-S_BGEM-0082-S,GX,2022,1045,BGEM-0082-S,BGEM_Short_early,BGEM-0082-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1046,22HL_1046,22HL_1046_BGEM-0114-S_BGEM-0114-S,GX,2022,1046,BGEM-0114-S,BGEM_Short_early,BGEM-0114-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1047,22HL_1047,22HL_1047_BGEM-0222-S_BGEM-0222-S,GX,2022,1047,BGEM-0222-S,BGEM_Short_early,BGEM-0222-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1048,22HL_1048,22HL_1048_BGEM-0079-S_BGEM-0079-S,GX,2022,1048,BGEM-0079-S,BGEM_Short_early,BGEM-0079-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1049,22HL_1049,22HL_1049_MO17_21S0244,GX,2022,1049,MO17,BGEM_Short_early,21S0244,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1050,22HL_1050,22HL_1050_BGEM-0099-S_BGEM-0099-S,GX,2022,1050,BGEM-0099-S,BGEM_Short_early,BGEM-0099-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1051,22HL_1051,22HL_1051_BGEM-0160-S_BGEM-0160-S,GX,2022,1051,BGEM-0160-S,BGEM_Tall_late,BGEM-0160-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1052,22HL_1052,22HL_1052_BGEM-0172-S_BGEM-0172-S,GX,2022,1052,BGEM-0172-S,BGEM_Tall_late,BGEM-0172-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1053,22HL_1053,22HL_1053_BGEM-0192-N_BGEM-0192-N,GX,2022,1053,BGEM-0192-N,BGEM_Tall_late,BGEM-0192-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1054,22HL_1054,22HL_1054_BGEM-0211-N_BGEM-0211-N,GX,2022,1054,BGEM-0211-N,BGEM_Tall_late,BGEM-0211-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1055,22HL_1055,22HL_1055_BGEM-0014-S_BGEM-0014-S,GX,2022,1055,BGEM-0014-S,BGEM_Tall_late,BGEM-0014-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1056,22HL_1056,22HL_1056_BGEM-0235-N_BGEM-0235-N,GX,2022,1056,BGEM-0235-N,BGEM_Tall_late,BGEM-0235-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1057,22HL_1057,22HL_1057_B73_21S0068,GX,2022,1057,B73,BGEM_Tall_late,21S0068,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1058,22HL_1058,22HL_1058_BGEM-0250-S_BGEM-0250-S,GX,2022,1058,BGEM-0250-S,BGEM_Tall_late,BGEM-0250-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1059,22HL_1059,22HL_1059_BGEM-0183-N_21S0593,GX,2022,1059,BGEM-0183-N,BGEM_Tall_late,21S0593,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1060,22HL_1060,22HL_1060_BGEM-0213-S_BGEM-0213-S,GX,2022,1060,BGEM-0213-S,BGEM_Tall_late,BGEM-0213-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1061,22HL_1061,22HL_1061_BGEM-0056-S_BGEM-0056-S,GX,2022,1061,BGEM-0056-S,BGEM_Tall_late,BGEM-0056-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1062,22HL_1062,22HL_1062_BGEM-0294-N_BGEM-0294-N,GX,2022,1062,BGEM-0294-N,BGEM_Tall_late,BGEM-0294-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1063,22HL_1063,22HL_1063_BGEM-0196-N_BGEM-0196-N,GX,2022,1063,BGEM-0196-N,BGEM_Tall_late,BGEM-0196-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1064,22HL_1064,22HL_1064_BGEM-0051-S_BGEM-0051-S,GX,2022,1064,BGEM-0051-S,BGEM_Tall_late,BGEM-0051-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1065,22HL_1065,22HL_1065_MO17_21S0244,GX,2022,1065,MO17,BGEM_Tall_late,21S0244,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1066,22HL_1066,22HL_1066_BGEM-0188-S_BGEM-0188-S,GX,2022,1066,BGEM-0188-S,BGEM_Tall_late,BGEM-0188-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1067,22HL_1067,22HL_1067_BGEM-0011-S_BGEM-0011-S,GX,2022,1067,BGEM-0011-S,BGEM_Tall_late,BGEM-0011-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1068,22HL_1068,22HL_1068_BGEM-0038-N_BGEM-0038-N,GX,2022,1068,BGEM-0038-N,BGEM_Tall_late,BGEM-0038-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1069,22HL_1069,22HL_1069_BGEM-0307-S_BGEM-0307-S,GX,2022,1069,BGEM-0307-S,BGEM_Tall_late,BGEM-0307-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1070,22HL_1070,22HL_1070_BGEM-0252-S_BGEM-0252-S,GX,2022,1070,BGEM-0252-S,BGEM_Tall_late,BGEM-0252-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1071,22HL_1071,22HL_1071_BGEM-0134-S_BGEM-0134-S,GX,2022,1071,BGEM-0134-S,BGEM_Tall_late,BGEM-0134-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1072,22HL_1072,22HL_1072_BGEM-0293-N_BGEM-0293-N,GX,2022,1072,BGEM-0293-N,BGEM_Tall_late,BGEM-0293-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1073,22HL_1073,22HL_1073_B73_21S0068,GX,2022,1073,B73,BGEM_Tall_late,21S0068,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1074,22HL_1074,22HL_1074_BGEM-0328-S_BGEM-0328-S,GX,2022,1074,BGEM-0328-S,BGEM_Tall_late,BGEM-0328-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1075,22HL_1075,22HL_1075_BGEM-0027-S_BGEM-0027-S,GX,2022,1075,BGEM-0027-S,BGEM_Tall_late,BGEM-0027-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1076,22HL_1076,22HL_1076_BGEM-0314-S_BGEM-0314-S,GX,2022,1076,BGEM-0314-S,BGEM_Short_early,BGEM-0314-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1077,22HL_1077,22HL_1077_BGEM-0068-S_BGEM-0068-S,GX,2022,1077,BGEM-0068-S,BGEM_Short_early,BGEM-0068-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1078,22HL_1078,22HL_1078_BGEM-0010-S_BGEM-0010-S,GX,2022,1078,BGEM-0010-S,BGEM_Short_early,BGEM-0010-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1079,22HL_1079,22HL_1079_BGEM-0255-S_BGEM-0255-S,GX,2022,1079,BGEM-0255-S,BGEM_Short_early,BGEM-0255-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1080,22HL_1080,22HL_1080_BGEM-0266-S_BGEM-0266-S,GX,2022,1080,BGEM-0266-S,BGEM_Short_early,BGEM-0266-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1081,22HL_1081,22HL_1081_BGEM-0298-S_BGEM-0298-S,GX,2022,1081,BGEM-0298-S,BGEM_Short_early,BGEM-0298-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1082,22HL_1082,22HL_1082_MO17_21S0244,GX,2022,1082,MO17,BGEM_Short_early,21S0244,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1083,22HL_1083,22HL_1083_BGEM-0203-N_BGEM-0203-N,GX,2022,1083,BGEM-0203-N,BGEM_Short_early,BGEM-0203-N,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1084,22HL_1084,22HL_1084_BGEM-0184-N_BGEM-0184-N,GX,2022,1084,BGEM-0184-N,BGEM_Short_early,BGEM-0184-N,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1085,22HL_1085,22HL_1085_BGEM-0123-N_BGEM-0123-N,GX,2022,1085,BGEM-0123-N,BGEM_Short_early,BGEM-0123-N,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1086,22HL_1086,22HL_1086_BGEM-0037-S_BGEM-0037-S,GX,2022,1086,BGEM-0037-S,BGEM_Short_early,BGEM-0037-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1087,22HL_1087,22HL_1087_BGEM-0117-S_BGEM-0117-S,GX,2022,1087,BGEM-0117-S,BGEM_Short_early,BGEM-0117-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1088,22HL_1088,22HL_1088_BGEM-0077-S_BGEM-0077-S,GX,2022,1088,BGEM-0077-S,BGEM_Short_early,BGEM-0077-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1089,22HL_1089,22HL_1089_BGEM-0085-N_BGEM-0085-N,GX,2022,1089,BGEM-0085-N,BGEM_Short_early,BGEM-0085-N,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1090,22HL_1090,22HL_1090_B73_21S0068,GX,2022,1090,B73,BGEM_Short_early,21S0068,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1091,22HL_1091,22HL_1091_BGEM-0326-N_BGEM-0326-N,GX,2022,1091,BGEM-0326-N,BGEM_Short_early,BGEM-0326-N,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1092,22HL_1092,22HL_1092_BGEM-0320-N_BGEM-0320-N,GX,2022,1092,BGEM-0320-N,BGEM_Short_early,BGEM-0320-N,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1093,22HL_1093,22HL_1093_BGEM-0024-S_BGEM-0024-S,GX,2022,1093,BGEM-0024-S,BGEM_Short_early,BGEM-0024-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1094,22HL_1094,22HL_1094_BGEM-0013-S_BGEM-0013-S,GX,2022,1094,BGEM-0013-S,BGEM_Short_early,BGEM-0013-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1095,22HL_1095,22HL_1095_BGEM-0194-N_21S0483,GX,2022,1095,BGEM-0194-N,BGEM_Short_early,21S0483,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1096,22HL_1096,22HL_1096_BGEM-0012-S_BGEM-0012-S,GX,2022,1096,BGEM-0012-S,BGEM_Short_early,BGEM-0012-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1097,22HL_1097,22HL_1097_BGEM-0023-S_BGEM-0023-S,GX,2022,1097,BGEM-0023-S,BGEM_Short_early,BGEM-0023-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1098,22HL_1098,22HL_1098_MO17_21S0244,GX,2022,1098,MO17,BGEM_Short_early,21S0244,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1099,22HL_1099,22HL_1099_BGEM-0112-S_BGEM-0112-S,GX,2022,1099,BGEM-0112-S,BGEM_Short_early,BGEM-0112-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1100,22HL_1100,22HL_1100_BGEM-0197-S_BGEM-0197-S,GX,2022,1100,BGEM-0197-S,BGEM_Short_early,BGEM-0197-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
1101,22HL_1101,22HL_1101_BGEM-0193-N_BGEM-0193-N,GX,2022,1101,BGEM-0193-N,BGEM_Tall_late,BGEM-0193-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1102,22HL_1102,22HL_1102_BGEM-0070-S_BGEM-0070-S,GX,2022,1102,BGEM-0070-S,BGEM_Tall_late,BGEM-0070-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1103,22HL_1103,22HL_1103_BGEM-0158-S_BGEM-0158-S,GX,2022,1103,BGEM-0158-S,BGEM_Tall_late,BGEM-0158-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1104,22HL_1104,22HL_1104_BGEM-0264-S_BGEM-0264-S,GX,2022,1104,BGEM-0264-S,BGEM_Tall_late,BGEM-0264-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1105,22HL_1105,22HL_1105_BGEM-0309-S_BGEM-0309-S,GX,2022,1105,BGEM-0309-S,BGEM_Tall_late,BGEM-0309-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1106,22HL_1106,22HL_1106_B73_21S0068,GX,2022,1106,B73,BGEM_Tall_late,21S0068,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1107,22HL_1107,22HL_1107_BGEM-0060-S_BGEM-0060-S,GX,2022,1107,BGEM-0060-S,BGEM_Tall_late,BGEM-0060-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1108,22HL_1108,22HL_1108_BGEM-0155-S_BGEM-0155-S,GX,2022,1108,BGEM-0155-S,BGEM_Tall_late,BGEM-0155-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1109,22HL_1109,22HL_1109_BGEM-0052-S_BGEM-0052-S,GX,2022,1109,BGEM-0052-S,BGEM_Tall_late,BGEM-0052-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1110,22HL_1110,22HL_1110_BGEM-0131-N_BGEM-0131-N,GX,2022,1110,BGEM-0131-N,BGEM_Tall_late,BGEM-0131-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1111,22HL_1111,22HL_1111_BGEM-0003-N_BGEM-0003-N,GX,2022,1111,BGEM-0003-N,BGEM_Tall_late,BGEM-0003-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1112,22HL_1112,22HL_1112_BGEM-0324-N_BGEM-0324-N,GX,2022,1112,BGEM-0324-N,BGEM_Tall_late,BGEM-0324-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1113,22HL_1113,22HL_1113_BGEM-0175-S_BGEM-0175-S,GX,2022,1113,BGEM-0175-S,BGEM_Tall_late,BGEM-0175-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1114,22HL_1114,22HL_1114_MO17_21S0244,GX,2022,1114,MO17,BGEM_Tall_late,21S0244,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1115,22HL_1115,22HL_1115_BGEM-0233-S_BGEM-0233-S,GX,2022,1115,BGEM-0233-S,BGEM_Tall_late,BGEM-0233-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1116,22HL_1116,22HL_1116_BGEM-0124-N_BGEM-0124-N,GX,2022,1116,BGEM-0124-N,BGEM_Tall_late,BGEM-0124-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1117,22HL_1117,22HL_1117_BGEM-0223-N_BGEM-0223-N,GX,2022,1117,BGEM-0223-N,BGEM_Tall_late,BGEM-0223-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1118,22HL_1118,22HL_1118_BGEM-0061-N_BGEM-0061-N,GX,2022,1118,BGEM-0061-N,BGEM_Tall_late,BGEM-0061-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1119,22HL_1119,22HL_1119_BGEM-0087-N_BGEM-0087-N,GX,2022,1119,BGEM-0087-N,BGEM_Tall_late,BGEM-0087-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1120,22HL_1120,22HL_1120_BGEM-0238-N_21S0529,GX,2022,1120,BGEM-0238-N,BGEM_Tall_late,21S0529,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1121,22HL_1121,22HL_1121_BGEM-0257-S_BGEM-0257-S,GX,2022,1121,BGEM-0257-S,BGEM_Tall_late,BGEM-0257-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1122,22HL_1122,22HL_1122_B73_21S0068,GX,2022,1122,B73,BGEM_Tall_late,21S0068,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1123,22HL_1123,22HL_1123_BGEM-0240-N_BGEM-0240-N,GX,2022,1123,BGEM-0240-N,BGEM_Tall_late,BGEM-0240-N,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1124,22HL_1124,22HL_1124_BGEM-0168-S_21S0580,GX,2022,1124,BGEM-0168-S,BGEM_Tall_late,21S0580,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1125,22HL_1125,22HL_1125_BGEM-0033-S_BGEM-0033-S,GX,2022,1125,BGEM-0033-S,BGEM_Tall_late,BGEM-0033-S,Havelock,HN,sb1,BK1,yes,,20,,Open pollination,,15 FT,,
1126,22HL_1126,22HL_1126_BGEM-0154-S_BGEM-0154-S,GX,2022,1126,BGEM-0154-S,BGEM_Short_early,BGEM-0154-S,Havelock,HN,sb3,BK1,yes,,20,,Open pollination,,15 FT,,
