Order,UID,Barcode,I,year,row,genotype,note,pedigree,field,experiment,sublock,Block,pheno,G,K,DNA,instructions,planting,row length,Plant Number,Germinated plants
2507,22HL_2507,22HL_2507_BGEM-0019-S X Mo17_21S0931,GX,2022,2507,BGEM-0019-S X Mo17,Hybrid,21S0931,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2508,22HL_2508,22HL_2508_BGEM-0056-S X Mo17_21S0887,GX,2022,2508,BGEM-0056-S X Mo17,Hybrid,21S0887,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2509,22HL_2509,22HL_2509_BGEM-0161-S X Mo17_21S0872,GX,2022,2509,BGEM-0161-S X Mo17,Hybrid,21S0872,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2510,22HL_2510,22HL_2510_BGEM-0060-S X Mo17_21S0891,GX,2022,2510,BGEM-0060-S X Mo17,Hybrid,21S0891,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2511,22HL_2511,22HL_2511_BGEM-0014-S X Mo17_21S0917,GX,2022,2511,BGEM-0014-S X Mo17,Hybrid,21S0917,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2512,22HL_2512,22HL_2512_PHG50 x PHG47_PHG50 x PHG47,GX,2022,2512,PHG50 x PHG47,Hybrid,PHG50 x PHG47,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2513,22HL_2513,22HL_2513_BGEM-0084-S X Mo17_21S0939,GX,2022,2513,BGEM-0084-S X Mo17,Hybrid,21S0939,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2514,22HL_2514,22HL_2514_BGEM-0233-S X Mo17_21S0937,GX,2022,2514,BGEM-0233-S X Mo17,Hybrid,21S0937,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2515,22HL_2515,22HL_2515_BGEM-0199-S X Mo17_21S0919,GX,2022,2515,BGEM-0199-S X Mo17,Hybrid,21S0919,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2516,22HL_2516,22HL_2516_BGEM-0148-S X Mo17_21S0922,GX,2022,2516,BGEM-0148-S X Mo17,Hybrid,21S0922,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2517,22HL_2517,22HL_2517_BGEM-0163-S X Mo17_21S0976,GX,2022,2517,BGEM-0163-S X Mo17,Hybrid,21S0976,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2518,22HL_2518,22HL_2518_PHG47 x PHG50_PHG47 x PHG50,GX,2022,2518,PHG47 x PHG50,Hybrid,PHG47 x PHG50,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2519,22HL_2519,22HL_2519_BGEM-0029-S X Mo17_21S0945,GX,2022,2519,BGEM-0029-S X Mo17,Hybrid,21S0945,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2520,22HL_2520,22HL_2520_BGEM-0083-S X Mo17_21S0888,GX,2022,2520,BGEM-0083-S X Mo17,Hybrid,21S0888,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2521,22HL_2521,22HL_2521_BGEM-0252-S X Mo17_21S0986,GX,2022,2521,BGEM-0252-S X Mo17,Hybrid,21S0986,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2522,22HL_2522,22HL_2522_BGEM-0167-S X Mo17_21S0934,GX,2022,2522,BGEM-0167-S X Mo17,Hybrid,21S0934,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2523,22HL_2523,22HL_2523_BGEM-0032-S X Mo17_21S0901,GX,2022,2523,BGEM-0032-S X Mo17,Hybrid,21S0901,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2524,22HL_2524,22HL_2524_PHG47 x LH59_PHG47 x LH59,GX,2022,2524,PHG47 x LH59,Hybrid,PHG47 x LH59,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2525,22HL_2525,22HL_2525_BGEM-0113-S X Mo17_21S0992,GX,2022,2525,BGEM-0113-S X Mo17,Hybrid,21S0992,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2526,22HL_2526,22HL_2526_BGEM-0027-S X Mo17_21S0904,GX,2022,2526,BGEM-0027-S X Mo17,Hybrid,21S0904,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2527,22HL_2527,22HL_2527_BGEM-0136-S X Mo17_21S0885,GX,2022,2527,BGEM-0136-S X Mo17,Hybrid,21S0885,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2528,22HL_2528,22HL_2528_BGEM-0075-S X Mo17_21S0908,GX,2022,2528,BGEM-0075-S X Mo17,Hybrid,21S0908,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2529,22HL_2529,22HL_2529_BGEM-0034-S X Mo17_21S0865,GX,2022,2529,BGEM-0034-S X Mo17,Hybrid,21S0865,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2530,22HL_2530,22HL_2530_PHG47 x LH59_PHG47 x LH59,GX,2022,2530,PHG47 x LH59,Hybrid,PHG47 x LH59,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2531,22HL_2531,22HL_2531_BGEM-0026-S X Mo17_21S0959,GX,2022,2531,BGEM-0026-S X Mo17,Hybrid,21S0959,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2532,22HL_2532,22HL_2532_BGEM-0068-S X Mo17_21S0853,GX,2022,2532,BGEM-0068-S X Mo17,Hybrid,21S0853,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2533,22HL_2533,22HL_2533_BGEM-0177-S X Mo17_21S0948,GX,2022,2533,BGEM-0177-S X Mo17,Hybrid,21S0948,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2534,22HL_2534,22HL_2534_BGEM-0170-S X Mo17_21S0880,GX,2022,2534,BGEM-0170-S X Mo17,Hybrid,21S0880,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2535,22HL_2535,22HL_2535_BGEM-0219-S X Mo17_21S0879,GX,2022,2535,BGEM-0219-S X Mo17,Hybrid,21S0879,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2536,22HL_2536,22HL_2536_PHZ51 x PHG35_PHZ51 x PHG35,GX,2022,2536,PHZ51 x PHG35,Hybrid,PHZ51 x PHG35,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2537,22HL_2537,22HL_2537_BGEM-0059-S X Mo17_21S0967,GX,2022,2537,BGEM-0059-S X Mo17,Hybrid,21S0967,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2538,22HL_2538,22HL_2538_BGEM-0082-S X Mo17_21S0867,GX,2022,2538,BGEM-0082-S X Mo17,Hybrid,21S0867,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2539,22HL_2539,22HL_2539_BGEM-0098-S X Mo17_21S0894,GX,2022,2539,BGEM-0098-S X Mo17,Hybrid,21S0894,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2540,22HL_2540,22HL_2540_BGEM-0023-S X Mo17_21S0977,GX,2022,2540,BGEM-0023-S X Mo17,Hybrid,21S0977,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2541,22HL_2541,22HL_2541_BGEM-0094-S X Mo17_21S0886,GX,2022,2541,BGEM-0094-S X Mo17,Hybrid,21S0886,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2542,22HL_2542,22HL_2542_PHZ51 x PHG35_PHZ51 x PHG35,GX,2022,2542,PHZ51 x PHG35,Hybrid,PHZ51 x PHG35,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2543,22HL_2543,22HL_2543_BGEM-0243-S X Mo17_21S0982,GX,2022,2543,BGEM-0243-S X Mo17,Hybrid,21S0982,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2544,22HL_2544,22HL_2544_BGEM-0264-S X Mo17_21S0940,GX,2022,2544,BGEM-0264-S X Mo17,Hybrid,21S0940,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2545,22HL_2545,22HL_2545_BGEM-0092-S X Mo17_21S0907,GX,2022,2545,BGEM-0092-S X Mo17,Hybrid,21S0907,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2546,22HL_2546,22HL_2546_BGEM-0044-S X Mo17_21S0876,GX,2022,2546,BGEM-0044-S X Mo17,Hybrid,21S0876,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2547,22HL_2547,22HL_2547_BGEM-0055-S X Mo17_21S0996,GX,2022,2547,BGEM-0055-S X Mo17,Hybrid,21S0996,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2548,22HL_2548,22HL_2548_LH132 x B73_LH132 x B73,GX,2022,2548,LH132 x B73,Hybrid,LH132 x B73,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2549,22HL_2549,22HL_2549_BGEM-0147-S X Mo17_21S0903,GX,2022,2549,BGEM-0147-S X Mo17,Hybrid,21S0903,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2550,22HL_2550,22HL_2550_LH109 X LH59_LH109 X LH59,GX,2022,2550,LH109 X LH59,Hybrid,LH109 X LH59,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2551,22HL_2551,22HL_2551_BGEM-0051-S X Mo17_21S0989,GX,2022,2551,BGEM-0051-S X Mo17,Hybrid,21S0989,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2552,22HL_2552,22HL_2552_BGEM-0250-S X Mo17_21S0864,GX,2022,2552,BGEM-0250-S X Mo17,Hybrid,21S0864,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2553,22HL_2553,22HL_2553_BGEM-0071-S X Mo17_21S0972,GX,2022,2553,BGEM-0071-S X Mo17,Hybrid,21S0972,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2554,22HL_2554,22HL_2554_LH123 x LH59_LH123 x LH59,GX,2022,2554,LH123 x LH59,Hybrid,LH123 x LH59,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2555,22HL_2555,22HL_2555_BGEM-0159-S X Mo17_21S0953,GX,2022,2555,BGEM-0159-S X Mo17,Hybrid,21S0953,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2556,22HL_2556,22HL_2556_BGEM-0010-S X Mo17_21S0881,GX,2022,2556,BGEM-0010-S X Mo17,Hybrid,21S0881,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2557,22HL_2557,22HL_2557_BGEM-0179-S X Mo17_21S0954,GX,2022,2557,BGEM-0179-S X Mo17,Hybrid,21S0954,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2558,22HL_2558,22HL_2558_BGEM-0036-S X Mo17_21S0911,GX,2022,2558,BGEM-0036-S X Mo17,Hybrid,21S0911,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2559,22HL_2559,22HL_2559_BGEM-0165-S X Mo17_21S0960,GX,2022,2559,BGEM-0165-S X Mo17,Hybrid,21S0960,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2560,22HL_2560,22HL_2560_LH109 x LH59_LH109 x LH59,GX,2022,2560,LH109 x LH59,Hybrid,LH109 x LH59,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2561,22HL_2561,22HL_2561_BGEM-0050-S X Mo17_21S0920,GX,2022,2561,BGEM-0050-S X Mo17,Hybrid,21S0920,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2562,22HL_2562,22HL_2562_BGEM-0188-S X Mo17_21S0900,GX,2022,2562,BGEM-0188-S X Mo17,Hybrid,21S0900,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2563,22HL_2563,22HL_2563_BGEM-0156-S X Mo17_21S0882,GX,2022,2563,BGEM-0156-S X Mo17,Hybrid,21S0882,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2564,22HL_2564,22HL_2564_BGEM-0255-S X Mo17_21S0857,GX,2022,2564,BGEM-0255-S X Mo17,Hybrid,21S0857,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2565,22HL_2565,22HL_2565_BGEM-0049-S X Mo17_21S0961,GX,2022,2565,BGEM-0049-S X Mo17,Hybrid,21S0961,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2566,22HL_2566,22HL_2566_LH109 x LH59_LH109 x LH59,GX,2022,2566,LH109 x LH59,Hybrid,LH109 x LH59,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2567,22HL_2567,22HL_2567_BGEM-0245-S X Mo17_21S0938,GX,2022,2567,BGEM-0245-S X Mo17,Hybrid,21S0938,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2568,22HL_2568,22HL_2568_BGEM-0070-S X Mo17_21S0909,GX,2022,2568,BGEM-0070-S X Mo17,Hybrid,21S0909,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2569,22HL_2569,22HL_2569_BGEM-0012-S X Mo17_21S0993,GX,2022,2569,BGEM-0012-S X Mo17,Hybrid,21S0993,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2570,22HL_2570,22HL_2570_BGEM-0114-S X Mo17_21S0946,GX,2022,2570,BGEM-0114-S X Mo17,Hybrid,21S0946,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2571,22HL_2571,22HL_2571_BGEM-0187-S X Mo17_21S0987,GX,2022,2571,BGEM-0187-S X Mo17,Hybrid,21S0987,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2572,22HL_2572,22HL_2572_PHZ51 x LH123_PHZ51 x LH123,GX,2022,2572,PHZ51 x LH123,Hybrid,PHZ51 x LH123,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2573,22HL_2573,22HL_2573_BGEM-0043-S X Mo17_21S0859,GX,2022,2573,BGEM-0043-S X Mo17,Hybrid,21S0859,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2574,22HL_2574,22HL_2574_BGEM-0035-S X Mo17_21S0966,GX,2022,2574,BGEM-0035-S X Mo17,Hybrid,21S0966,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2575,22HL_2575,22HL_2575_BGEM-0073-S X Mo17_21S0890,GX,2022,2575,BGEM-0073-S X Mo17,Hybrid,21S0890,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2576,22HL_2576,22HL_2576_BGEM-0054-S X Mo17_21S0932,GX,2022,2576,BGEM-0054-S X Mo17,Hybrid,21S0932,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2577,22HL_2577,22HL_2577_BGEM-0047-S X Mo17_21S0875,GX,2022,2577,BGEM-0047-S X Mo17,Hybrid,21S0875,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2578,22HL_2578,22HL_2578_LH132 x B73_LH132 x B73,GX,2022,2578,LH132 x B73,Hybrid,LH132 x B73,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2579,22HL_2579,22HL_2579_BGEM-0200-S X Mo17_21S0973,GX,2022,2579,BGEM-0200-S X Mo17,Hybrid,21S0973,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2580,22HL_2580,22HL_2580_BGEM-0030-S X Mo17_21S0868,GX,2022,2580,BGEM-0030-S X Mo17,Hybrid,21S0868,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2581,22HL_2581,22HL_2581_BGEM-0171-S X Mo17_21S0897,GX,2022,2581,BGEM-0171-S X Mo17,Hybrid,21S0897,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2582,22HL_2582,22HL_2582_BGEM-0115-S X Mo17_21S0858,GX,2022,2582,BGEM-0115-S X Mo17,Hybrid,21S0858,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2583,22HL_2583,22HL_2583_BGEM-0006-S X Mo17_21S0947,GX,2022,2583,BGEM-0006-S X Mo17,Hybrid,21S0947,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2584,22HL_2584,22HL_2584_PHG86 x PHW52_PHG86 x PHW52,GX,2022,2584,PHG86 x PHW52,Hybrid,PHG86 x PHW52,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2585,22HL_2585,22HL_2585_BGEM-0108-S X Mo17_21S0994,GX,2022,2585,BGEM-0108-S X Mo17,Hybrid,21S0994,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2586,22HL_2586,22HL_2586_BGEM-0024-S X Mo17_21S0944,GX,2022,2586,BGEM-0024-S X Mo17,Hybrid,21S0944,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2587,22HL_2587,22HL_2587_BGEM-0137-S X Mo17_21S0962,GX,2022,2587,BGEM-0137-S X Mo17,Hybrid,21S0962,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2588,22HL_2588,22HL_2588_BGEM-0048-S X Mo17_21S0906,GX,2022,2588,BGEM-0048-S X Mo17,Hybrid,21S0906,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2589,22HL_2589,22HL_2589_BGEM-0263-S X Mo17_21S0998,GX,2022,2589,BGEM-0263-S X Mo17,Hybrid,21S0998,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2590,22HL_2590,22HL_2590_PHJ40 x PHW52_PHJ40 x PHW52,GX,2022,2590,PHJ40 x PHW52,Hybrid,PHJ40 x PHW52,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2591,22HL_2591,22HL_2591_BGEM-0220-S X Mo17_21S0933,GX,2022,2591,BGEM-0220-S X Mo17,Hybrid,21S0933,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2592,22HL_2592,22HL_2592_BGEM-0180-S X Mo17_21S0985,GX,2022,2592,BGEM-0180-S X Mo17,Hybrid,21S0985,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2593,22HL_2593,22HL_2593_BGEM-0134-S X Mo17_21S0956,GX,2022,2593,BGEM-0134-S X Mo17,Hybrid,21S0956,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2594,22HL_2594,22HL_2594_BGEM-0022-S X Mo17_21S0918,GX,2022,2594,BGEM-0022-S X Mo17,Hybrid,21S0918,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2595,22HL_2595,22HL_2595_BGEM-0226-S X Mo17_21S0921,GX,2022,2595,BGEM-0226-S X Mo17,Hybrid,21S0921,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2596,22HL_2596,22HL_2596_LH123 x PHG50_LH123 x PHG50,GX,2022,2596,LH123 x PHG50,Hybrid,LH123 x PHG50,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2597,22HL_2597,22HL_2597_PHB47 x PHK29_PHB47 x PHK29,GX,2022,2597,PHB47 x PHK29,Hybrid,PHB47 x PHK29,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2598,22HL_2598,22HL_2598_LH74 X LH123_LH74 X LH123,GX,2022,2598,LH74 X LH123,Hybrid,LH74 X LH123,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2599,22HL_2599,22HL_2599_LH109 x LH123_LH109 x LH123,GX,2022,2599,LH109 x LH123,Hybrid,LH109 x LH123,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
2600,22HL_2600,22HL_2600_PHB47 x PHW52_PHB47 x PHW52,GX,2022,2600,PHB47 x PHW52,Hybrid,PHB47 x PHW52,Havelock,LN,,Bk2,yes,,20,,Open pollination,,15 FT,,
3001,22HL_3001,22HL_3001_B73_21S0604,GX,2022,3001,B73,BGEM_Tall_early,21S0604,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3002,22HL_3002,22HL_3002_BGEM-0144-N_BGEM-0144-N,GX,2022,3002,BGEM-0144-N,BGEM_Tall_early,BGEM-0144-N,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3003,22HL_3003,22HL_3003_BGEM-0236-S_BGEM-0236-S,GX,2022,3003,BGEM-0236-S,BGEM_Tall_early,BGEM-0236-S,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3004,22HL_3004,22HL_3004_BGEM-0171-S_21S0470,GX,2022,3004,BGEM-0171-S,BGEM_Tall_early,21S0470,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3005,22HL_3005,22HL_3005_BGEM-0198-S_BGEM-0198-S,GX,2022,3005,BGEM-0198-S,BGEM_Tall_early,BGEM-0198-S,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3006,22HL_3006,22HL_3006_BGEM-0049-S_BGEM-0049-S,GX,2022,3006,BGEM-0049-S,BGEM_Tall_early,BGEM-0049-S,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3007,22HL_3007,22HL_3007_BGEM-0058-N_21S0538,GX,2022,3007,BGEM-0058-N,BGEM_Tall_early,21S0538,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3008,22HL_3008,22HL_3008_BGEM-0007-S_BGEM-0007-S,GX,2022,3008,BGEM-0007-S,BGEM_Tall_early,BGEM-0007-S,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3009,22HL_3009,22HL_3009_MO17_19S1496,GX,2022,3009,MO17,BGEM_Tall_early,19S1496,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3010,22HL_3010,22HL_3010_BGEM-0125-N_BGEM-0125-N,GX,2022,3010,BGEM-0125-N,BGEM_Tall_early,BGEM-0125-N,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3011,22HL_3011,22HL_3011_BGEM-0206-N_BGEM-0206-N,GX,2022,3011,BGEM-0206-N,BGEM_Tall_early,BGEM-0206-N,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3012,22HL_3012,22HL_3012_BGEM-0092-S_21S0485,GX,2022,3012,BGEM-0092-S,BGEM_Tall_early,21S0485,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3013,22HL_3013,22HL_3013_BGEM-0280-S_BGEM-0280-S,GX,2022,3013,BGEM-0280-S,BGEM_Tall_early,BGEM-0280-S,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3014,22HL_3014,22HL_3014_BGEM-0295-S_BGEM-0295-S,GX,2022,3014,BGEM-0295-S,BGEM_Tall_early,BGEM-0295-S,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3015,22HL_3015,22HL_3015_BGEM-0148-S_BGEM-0148-S,GX,2022,3015,BGEM-0148-S,BGEM_Tall_early,BGEM-0148-S,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3016,22HL_3016,22HL_3016_BGEM-0045-N_BGEM-0045-N,GX,2022,3016,BGEM-0045-N,BGEM_Tall_early,BGEM-0045-N,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3017,22HL_3017,22HL_3017_B73_21S0604,GX,2022,3017,B73,BGEM_Tall_early,21S0604,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3018,22HL_3018,22HL_3018_BGEM-0300-S_BGEM-0300-S,GX,2022,3018,BGEM-0300-S,BGEM_Tall_early,BGEM-0300-S,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3019,22HL_3019,22HL_3019_BGEM-0078-N_BGEM-0078-N,GX,2022,3019,BGEM-0078-N,BGEM_Tall_early,BGEM-0078-N,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3020,22HL_3020,22HL_3020_BGEM-0299-N_BGEM-0299-N,GX,2022,3020,BGEM-0299-N,BGEM_Tall_early,BGEM-0299-N,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3021,22HL_3021,22HL_3021_BGEM-0302-S_BGEM-0302-S,GX,2022,3021,BGEM-0302-S,BGEM_Tall_early,BGEM-0302-S,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3022,22HL_3022,22HL_3022_BGEM-0145-N_BGEM-0145-N,GX,2022,3022,BGEM-0145-N,BGEM_Tall_early,BGEM-0145-N,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3023,22HL_3023,22HL_3023_BGEM-0199-S_BGEM-0199-S,GX,2022,3023,BGEM-0199-S,BGEM_Tall_early,BGEM-0199-S,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3024,22HL_3024,22HL_3024_BGEM-0122-N_BGEM-0122-N,GX,2022,3024,BGEM-0122-N,BGEM_Tall_early,BGEM-0122-N,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3025,22HL_3025,22HL_3025_MO17_19S1496,GX,2022,3025,MO17,BGEM_Tall_early,19S1496,Havelock,LN,sb1,BK3,yes,,20,,Open pollination,,15 FT,,
3026,22HL_3026,22HL_3026_BGEM-0242-N_BGEM-0242-N,GX,2022,3026,BGEM-0242-N,BGEM_Short_late,BGEM-0242-N,Havelock,LN,sb3,BK3,yes,,20,,Open pollination,,15 FT,,
3027,22HL_3027,22HL_3027_BGEM-0249-N_21S0645,GX,2022,3027,BGEM-0249-N,BGEM_Short_late,21S0645,Havelock,LN,sb3,BK3,yes,,20,,Open pollination,,15 FT,,
3028,22HL_3028,22HL_3028_BGEM-0164-S_BGEM-0164-S,GX,2022,3028,BGEM-0164-S,BGEM_Short_late,BGEM-0164-S,Havelock,LN,sb3,BK3,yes,,20,,Open pollination,,15 FT,,
3029,22HL_3029,22HL_3029_BGEM-0262-S_BGEM-0262-S,GX,2022,3029,BGEM-0262-S,BGEM_Short_late,BGEM-0262-S,Havelock,LN,sb3,BK3,yes,,20,,Open pollination,,15 FT,,
3030,22HL_3030,22HL_3030_BGEM-0268-S_BGEM-0268-S,GX,2022,3030,BGEM-0268-S,BGEM_Short_late,BGEM-0268-S,Havelock,LN,sb3,BK3,yes,,20,,Open pollination,,15 FT,,
3031,22HL_3031,22HL_3031_BGEM-0181-N_21S0614,GX,2022,3031,BGEM-0181-N,BGEM_Short_late,21S0614,Havelock,LN,sb3,BK3,yes,,20,,Open pollination,,15 FT,,
3032,22HL_3032,22HL_3032_BGEM-0120-N_BGEM-0120-N,GX,2022,3032,BGEM-0120-N,BGEM_Short_late,BGEM-0120-N,Havelock,LN,sb3,BK3,yes,,20,,Open pollination,,15 FT,,
3033,22HL_3033,22HL_3033_B73_21S0604,GX,2022,3033,B73,BGEM_Short_late,21S0604,Havelock,LN,sb3,BK3,yes,,20,,Open pollination,,15 FT,,
3034,22HL_3034,22HL_3034_BGEM-0228-N_BGEM-0228-N,GX,2022,3034,BGEM-0228-N,BGEM_Short_late,BGEM-0228-N,Havelock,LN,sb3,BK3,yes,,20,,Open pollination,,15 FT,,
3035,22HL_3035,22HL_3035_BGEM-0220-S_BGEM-0220-S,GX,2022,3035,BGEM-0220-S,BGEM_Short_late,BGEM-0220-S,Havelock,LN,sb3,BK3,yes,,20,,Open pollination,,15 FT,,
